created_at,text,retweets,likes
Wed Feb 10 20:19:02 +0000 2021,"[NYC H+H · Brooklyn] East NY/Gotham Health: 5 appts

Feb 11 – 9:00AM, 9:30AM, 10:00AM, 10:30AM and 1 more

https://t.co/iVRnr1hjSf",0,5
Wed Feb 10 20:15:34 +0000 2021,"[NYC Vaccine Hub · Brooklyn] George Westinghouse Vocational HS: 12 appts

Feb 12 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 8 more

https://t.co/jQDJPwNCK4",1,6
Wed Feb 10 20:13:36 +0000 2021,"[NYC Vaccine Hub · Brooklyn] George Westinghouse Vocational HS: 12 appts

Feb 11 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 8 more

https://t.co/jQDJPwNCK4",0,3
Wed Feb 10 20:12:03 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Abraham Lincoln High School: 2 appts

Feb 14 – 5:00PM, 5:20PM

https://t.co/jQDJPwNCK4",0,2
Wed Feb 10 20:10:06 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Bushwick Educational Campus: 11 appts

Feb 13 – 10:10AM, 10:20AM, 10:30AM, 10:40AM and 7 more

https://t.co/jQDJPwNCK4",1,2
Wed Feb 10 20:09:33 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Canarsie High School: 30 appts

Feb 12 – 12:00PM, 12:10PM, 12:20PM, 12:30PM and 26 more

https://t.co/jQDJPwNCK4",2,3
Wed Feb 10 20:07:33 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Canarsie High School: 12 appts

Feb 11 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 8 more

https://t.co/jQDJPwNCK4",2,7
Wed Feb 10 20:04:36 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Bushwick Educational Campus: 12 appts

Feb 12 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 8 more

https://t.co/jQDJPwNCK4",1,2
Wed Feb 10 20:03:34 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Bushwick Educational Campus: 12 appts

Feb 11 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 8 more

https://t.co/jQDJPwNCK4",2,3
Wed Feb 10 20:03:04 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Abraham Lincoln High School: 41 appts

Feb 13 – 11:10AM, 11:20AM, 11:30AM, 11:40AM and 37 more

https://t.co/jQDJPwNCK4",5,7
Wed Feb 10 19:58:33 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Abraham Lincoln High School: 12 appts

Feb 12 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 8 more

https://t.co/jQDJPwNCK4",0,5
Wed Feb 10 19:56:31 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Abraham Lincoln High School: 12 appts

Feb 11 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 8 more

https://t.co/jQDJPwNCK4",7,9
Wed Feb 10 19:38:05 +0000 2021,"[NYC H+H · Brooklyn] Woodhull Hospital: 2 appts

Feb 12 – 3:45PM, 4:30PM

https://t.co/iVRnr1hjSf",0,10
Wed Feb 10 18:52:54 +0000 2021,"I get your frustration but this is a volunteer effort—there's no warranties on this data. See tip above and wishing you better luck next time

https://t.co/TDZSQq9aML",3,121
Wed Feb 10 18:52:54 +0000 2021,FYI if you had trouble finding appointments during the last burst (they're gone now) https://t.co/O07QNTZYlP,2,55
Wed Feb 10 17:46:39 +0000 2021,"[NYC H+H · Manhattan] Sydenham Hospital: 4 appts

Feb 17 – 4:00PM, 6:00PM, 6:30PM, 7:00PM

https://t.co/iVRnr1hjSf",0,1
Wed Feb 10 17:46:39 +0000 2021,"[NYC H+H · Brooklyn] Woodhull Hospital: 43 appts

Feb 17 – 7:00AM, 7:15AM, 7:30AM, 7:45AM and 39 more

https://t.co/iVRnr1hjSf",2,7
Wed Feb 10 17:46:38 +0000 2021,"[NYC H+H · Manhattan] Gouverneur Hospital: 2 appts

Feb 17 – 12:00PM, 3:00PM

https://t.co/iVRnr1hjSf",0,1
Wed Feb 10 17:46:38 +0000 2021,"[NYC H+H · Staten Island] Vanderbilt Hospital: 15 appts

Feb 17 – 12:00AM, 12:30AM, 1:00AM, 1:30AM and 11 more

https://t.co/iVRnr1hjSf",0,1
Wed Feb 10 17:46:37 +0000 2021,"[NYC H+H · Manhattan] Gouverneur Hospital: 11 appts

Feb 15 – 12:00PM, 2:30PM, 3:00PM, 3:30PM and 7 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 10 17:46:37 +0000 2021,"[NYC H+H · Manhattan] Gouverneur Hospital: 2 appts

Feb 14 – 6:30PM, 7:00PM

https://t.co/iVRnr1hjSf",0,0
Wed Feb 10 17:46:36 +0000 2021,"[NYC H+H · Bronx] Morrisania Hospital: 19 appts

Feb 15 – 9:00AM, 9:30AM, 10:30AM, 11:00AM and 15 more

https://t.co/iVRnr1hjSf",0,1
Wed Feb 10 17:46:36 +0000 2021,"[NYC H+H · Bronx] Morrisania Hospital: 9 appts

Feb 14 – 9:30AM, 10:00AM, 11:00AM, 11:30AM and 5 more

https://t.co/iVRnr1hjSf",0,1
Wed Feb 10 17:46:35 +0000 2021,"[NYC H+H · Staten Island] Vanderbilt Hospital: 8 appts

Feb 13 – 1:00AM, 1:30AM, 4:00AM, 4:30AM and 4 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 10 17:46:34 +0000 2021,"[NYC H+H · Staten Island] Vanderbilt Hospital: 10 appts

Feb 11 – 12:30AM, 2:30AM, 3:00AM, 3:30AM and 6 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 10 17:46:34 +0000 2021,"[NYC H+H · Manhattan] Sydenham Hospital: 2 appts

Feb 13 – 11:00AM, 11:30AM

https://t.co/iVRnr1hjSf",0,0
Wed Feb 10 17:46:34 +0000 2021,"[NYC H+H · Manhattan] Sydenham Hospital: 2 appts

Feb 11 – 2:30PM, 6:30PM

https://t.co/iVRnr1hjSf",0,0
Wed Feb 10 17:46:33 +0000 2021,"[NYC H+H · Bronx] Belvis Hospital: 12 appts

Feb 11 – 9:30AM, 10:00AM, 1:30PM, 2:00PM and 8 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 10 17:46:32 +0000 2021,"[NYC H+H · Brooklyn] Woodhull Hospital: 41 appts

Feb 11 – 7:00AM, 7:15AM, 7:30AM, 7:45AM and 37 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 10 17:46:32 +0000 2021,"[NYC H+H · Brooklyn] Woodhull Hospital: 18 appts

Feb 10 – 1:00PM, 1:15PM, 1:30PM, 1:45PM and 14 more

https://t.co/iVRnr1hjSf",1,8
Wed Feb 10 16:55:17 +0000 2021,The government will soon be sending more doses to pharmacies/community health centers. We may add Twitter bot support for such locations in the coming days but the good folks at NYC Vaccine List are already doing their thing https://t.co/EbP47MufK9,14,160
Wed Feb 10 16:54:03 +0000 2021,"[NYC H+H · Brooklyn] East NY/Gotham Health: 6 appts

Feb 13 – 9:00AM, 9:30AM, 10:00AM, 10:30AM and 2 more

https://t.co/iVRnr1hjSf",2,4
Wed Feb 10 16:53:31 +0000 2021,"[NYC H+H · Brooklyn] East NY/Gotham Health: 5 appts

Feb 12 – 9:30AM, 10:00AM, 10:30AM, 11:00AM and 1 more

https://t.co/iVRnr1hjSf",1,4
Wed Feb 10 16:52:34 +0000 2021,"[NYC H+H · Brooklyn] East NY/Gotham Health: 11 appts

Feb 11 – 9:00AM, 9:30AM, 10:00AM, 10:30AM and 7 more

https://t.co/iVRnr1hjSf",2,2
Wed Feb 10 16:40:02 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 2 appts

Feb 10 – 12:45PM, 7:00PM

https://t.co/iVRnr1hjSf",3,1
Wed Feb 10 16:31:32 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 4 appts

Feb 10 – 12:30PM, 12:45PM, 1:45PM, 5:45PM

https://t.co/iVRnr1hjSf",1,9
Wed Feb 10 16:14:31 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 47 appts

Feb 10 – 12:00PM, 12:15PM, 12:30PM, 12:45PM and 43 more

https://t.co/iVRnr1hjSf",2,20
Wed Feb 10 15:12:04 +0000 2021,"[NYC H+H · Bronx] North Central Bronx Hospital: 30 appts

Feb 15 – 7:00AM, 7:15AM, 7:45AM, 8:00AM and 26 more

https://t.co/iVRnr1hjSf",6,16
Wed Feb 10 14:23:42 +0000 2021,"sometimes a side project is just that: a side project. i saw a problem and hacked together a fix

i recognize that there is need everywhere but i'm not equipped to help with it all. i encourage developers and orgs alike to get involved via @USDResponse https://t.co/XkLhwjaVzu",22,251
Wed Feb 10 14:23:42 +0000 2021,"many have asked why couldn't the government do this? they have different priorities

unlike hospitals, i don't have to worry about HIPAA or getting a $1 million fine from Cuomo for giving the vaccine to the wrong person. i'm sure they are trying their best",1,168
Wed Feb 10 14:23:42 +0000 2021,several developers have come forward offering to help (thank you!). i may take them up on their offers but unfortunately we'd need time to rearchitect the entire system in order for it to be useful,0,63
Wed Feb 10 14:23:42 +0000 2021,"many have asked about open sourcing the code. i'm undecided bc i'm honestly not sure if it'd be helpful. the code is not production quality

front-end is hosted on Github, back-end is another repo that stores data in *Google Docs* 😰. this is not how modern web systems are built!",3,107
Wed Feb 10 14:23:42 +0000 2021,"many have asked whether i plan to expand to other places (LI, Western NY, NJ). the answer currently is no. 

in absence of a clean source of data (an API), it's difficult for me or anyone else to connect to a new website. it's not as simple as plugging in a URL",0,60
Wed Feb 10 14:23:41 +0000 2021,"hello, it's Huge. thanks for your all messages yesterday. i knew i was solving a problem but was not ready for all this attention. it was quite literally overwhelming

we hit 1k followers five days ago. today? 22k. just bonkers

first let me clarify some things:",29,703
Wed Feb 10 13:43:03 +0000 2021,"[NYC H+H · Brooklyn] Kings County Hospital: 23 appts

Feb 11 – 7:15AM, 7:45AM, 8:45AM, 9:15AM and 19 more

https://t.co/iVRnr1hjSf",4,25
Wed Feb 10 13:43:02 +0000 2021,"[NYC H+H · Brooklyn] Kings County Hospital: 10 appts

Feb 10 – 11:45AM, 1:45PM, 2:15PM, 2:45PM and 6 more

https://t.co/iVRnr1hjSf",3,15
Wed Feb 10 06:08:02 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Hospital: 16 appts

Feb 11 – 7:00AM, 7:15AM, 7:30AM, 7:45AM and 12 more

https://t.co/iVRnr1hjSf",8,24
Wed Feb 10 06:04:05 +0000 2021,"[NYC H+H · Bronx] Lincoln Hospital: 5 appts

Feb 11 – 7:45AM, 8:15AM, 9:15AM, 10:15AM and 1 more

https://t.co/iVRnr1hjSf",3,20
Wed Feb 10 06:02:03 +0000 2021,"[NYC H+H · Queens] Elmhurst Hospital: 25 appts

Feb 11 – 7:30AM, 7:45AM, 8:15AM, 8:30AM and 21 more

https://t.co/iVRnr1hjSf",7,36
Wed Feb 10 05:05:38 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Hospital: 8 appts

Feb 17 – 8:15AM, 8:45AM, 9:45AM, 12:00PM and 4 more

https://t.co/iVRnr1hjSf",4,30
Tue Feb 09 23:21:35 +0000 2021,"[NYC H+H · Queens] Elmhurst Hospital: 7 appts

Feb 10 – 10:15AM, 11:15AM, 12:45PM, 1:45PM and 3 more

https://t.co/iVRnr1hjSf",12,54
Tue Feb 09 22:20:03 +0000 2021,"[NYC H+H · Manhattan] Bellevue Hospital: 17 appts

Feb 15 – 8:45AM, 11:30AM, 11:45AM, 12:15PM and 13 more

https://t.co/iVRnr1hjSf",7,45
Tue Feb 09 21:01:01 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 3 appts

Feb 10 – 7:00AM, 7:15AM, 7:30AM

https://t.co/iVRnr1hjSf",8,31
Tue Feb 09 18:28:28 +0000 2021,"thanks to all of you who've sent messages of support! i hope to keep this going until many more (including myself) get vaccines through the site. congrats to the Vaccine Appointment Assistance Team, @ny_covid and others for their well-deserved recognition!

- Huge",5,255
Tue Feb 09 18:28:28 +0000 2021,no humblebrag: this feels pretty great! building TurboVax is hard work and i'm ecstatic that people are starting to take notice. i got more than a dozen messages from folks who booked appts through the site just yesterday alone,5,356
Tue Feb 09 18:28:28 +0000 2021,"i'd like to first send a small token of appreciation to @sharonNYT, who reached out when few reporters would take a message from me. thank you for seeing the value in TurboVax. never would've thought i'd make it into the Times! didn't even need to submit a wedding announcement",2,113
Tue Feb 09 18:28:28 +0000 2021,"wow, our very first press hit! and it's in the local paper! https://t.co/MvGifU1Pas",317,2207
Tue Feb 09 18:25:03 +0000 2021,"[NYC H+H · Brooklyn] Kings County Hospital: 16 appts

Feb 9 – 1:45PM, 2:00PM, 2:15PM, 2:30PM and 12 more

https://t.co/iVRnr1hjSf",9,23
Tue Feb 09 17:28:32 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 24 appts

Feb 11 – 8:30AM, 8:45AM, 9:00AM, 9:15AM and 20 more

https://t.co/iVRnr1hjSf",5,25
Tue Feb 09 16:32:02 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 32 appts

Feb 9 – 1:00PM, 1:15PM, 1:30PM, 1:45PM and 28 more

https://t.co/iVRnr1hjSf",6,15
Tue Feb 09 16:14:01 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 18 appts

Feb 9 – 1:30PM, 2:45PM, 3:30PM, 4:00PM and 14 more

https://t.co/iVRnr1hjSf",5,16
Tue Feb 09 15:36:02 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 2 appts

Feb 11 – 10:45AM, 1:30PM

https://t.co/iVRnr1hjSf",2,8
Tue Feb 09 15:31:31 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Hospital: 1 appt

Feb 15 – 6:30PM

https://t.co/iVRnr1hjSf",3,6
Tue Feb 09 15:14:02 +0000 2021,"[NYC H+H · Bronx] Lincoln Hospital: 8 appts

Feb 11 – 7:45AM, 8:15AM, 8:45AM, 1:00PM and 4 more

https://t.co/iVRnr1hjSf",0,1
Tue Feb 09 15:02:20 +0000 2021,"@MarkLevineNYC thank you for sharing, Councilman!",0,9
Tue Feb 09 14:56:02 +0000 2021,"[NYC H+H · Manhattan] Harlem Hospital: 4 appts

Feb 14 – 11:00AM, 11:10AM, 11:20AM, 11:30AM

https://t.co/iVRnr1hjSf",0,9
Tue Feb 09 06:08:01 +0000 2021,"[NYC H+H · Queens] Citi Field (Queens residents/eligible groups only): 28 appts

Feb 10 – 10:00AM, 10:15AM, 11:00AM, 11:15AM and 24 more

https://t.co/iVRnr1hjSf",1,15
Tue Feb 09 06:07:05 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Hospital: 16 appts

Feb 10 – 7:00AM, 7:15AM, 7:30AM, 7:45AM and 12 more

https://t.co/iVRnr1hjSf",0,1
Tue Feb 09 05:07:07 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Hospital: 19 appts

Feb 16 – 8:15AM, 8:45AM, 9:15AM, 9:45AM and 15 more

https://t.co/iVRnr1hjSf",0,1
Tue Feb 09 03:59:01 +0000 2021,"[NYC H+H · Manhattan] Harlem Hospital: 19 appts

Feb 14 – 8:00AM, 8:30AM, 9:00AM, 9:30AM and 15 more

https://t.co/iVRnr1hjSf",2,6
Tue Feb 09 03:58:05 +0000 2021,"[NYC H+H · Manhattan] Harlem Hospital: 9 appts

Feb 13 – 8:00AM, 8:30AM, 10:30AM, 11:30AM and 5 more

https://t.co/iVRnr1hjSf",1,4
Tue Feb 09 02:44:58 +0000 2021,@dtrain306 thanks for the kind words Danielle. i'm working on this and will have an update for you soon,1,38
Tue Feb 09 02:04:34 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 8 appts

Feb 10 – 1:00PM, 1:15PM, 1:30PM, 1:45PM and 4 more

https://t.co/iVRnr1hjSf",0,6
Tue Feb 09 02:04:33 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 8 appts

Feb 9 – 1:00PM, 1:15PM, 1:30PM, 1:45PM and 4 more

https://t.co/iVRnr1hjSf",0,3
Tue Feb 09 02:03:03 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 4 appts

Feb 12 – 11:15AM, 11:30AM, 2:00PM, 2:15PM

https://t.co/iVRnr1hjSf",1,3
Tue Feb 09 02:03:02 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 8 appts

Feb 11 – 1:00PM, 1:15PM, 1:30PM, 1:45PM and 4 more

https://t.co/iVRnr1hjSf",1,4
Mon Feb 08 23:38:34 +0000 2021,"[NYC H+H · Bronx] Jacobi Hospital: 3 appts

Feb 12 – 10:00AM, 12:00PM, 3:00PM

https://t.co/iVRnr1hjSf",1,3
Mon Feb 08 23:38:34 +0000 2021,"[NYC H+H · Bronx] Jacobi Hospital: 5 appts

Feb 11 – 9:00AM, 12:00PM, 12:30PM, 2:00PM and 1 more

https://t.co/iVRnr1hjSf",0,1
Mon Feb 08 23:36:32 +0000 2021,"[NYC H+H · Bronx] Jacobi Hospital: 3 appts

Feb 10 – 10:30AM, 11:00AM, 3:00PM

https://t.co/iVRnr1hjSf",0,1
Mon Feb 08 23:34:00 +0000 2021,"[NYC H+H · Bronx] Jacobi Hospital: 3 appts

Feb 9 – 8:00AM, 11:30AM, 12:30PM

https://t.co/iVRnr1hjSf",0,1
Mon Feb 08 22:30:33 +0000 2021,"[NYC H+H · Bronx] Jacobi Hospital: 5 appts

Feb 10 – 8:30AM, 9:00AM, 11:30AM, 12:00PM and 1 more

https://t.co/iVRnr1hjSf",3,4
Mon Feb 08 18:34:06 +0000 2021,@chriscerrone https://t.co/Dt3C7nQVDF,0,2
Mon Feb 08 18:26:32 +0000 2021,"[NYC H+H · Brooklyn] Kings County Hospital: 36 appts

Feb 15 – 7:00AM, 7:15AM, 7:30AM, 7:45AM and 32 more

https://t.co/iVRnr1hjSf",0,3
Mon Feb 08 17:49:33 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 3 appts

Feb 10 – 9:00AM, 9:15AM, 12:45PM

https://t.co/iVRnr1hjSf",0,1
Mon Feb 08 17:34:32 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 1 appt

Feb 8 – 3:15PM

https://t.co/iVRnr1hjSf",1,2
Mon Feb 08 17:31:01 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Station: 2 appts

Feb 8 – 1:15PM, 3:15PM

https://t.co/iVRnr1hjSf",0,2
Mon Feb 08 17:24:35 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 10 appts

Feb 11 – 9:30AM, 9:45AM, 10:30AM, 10:45AM and 6 more

https://t.co/iVRnr1hjSf",0,2
Mon Feb 08 17:23:34 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 9 appts

Feb 10 – 9:45AM, 10:15AM, 10:30AM, 10:45AM and 5 more

https://t.co/iVRnr1hjSf",0,1
Mon Feb 08 17:22:02 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Hospital: 14 appts

Feb 9 – 9:00AM, 9:15AM, 9:30AM, 9:45AM and 10 more

https://t.co/iVRnr1hjSf",0,2
Mon Feb 08 17:12:34 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal: 1 appt

Feb 8 – 1:00PM

https://t.co/iVRnr1hjSf",0,0
Mon Feb 08 16:43:01 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Covid Vaccine Clinic: 1 appt

Feb 9 – 10:30AM

https://t.co/iVRnr1hjSf",0,0
Mon Feb 08 16:23:03 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Stat Vaccine Clinic: 34 appts

Feb 8 – 1:00PM, 1:15PM, 1:30PM, 1:45PM and 30 more

https://t.co/iVRnr1hjSf",0,0
Mon Feb 08 16:22:02 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal Vaccine Clinic: 40 appts

Feb 8 – 12:00PM, 12:15PM, 12:30PM, 12:45PM and 36 more

https://t.co/iVRnr1hjSf",1,6
Mon Feb 08 16:05:31 +0000 2021,"would you find borough-specific vaccination availability helpful? sites such as Citi Field or Yankee Stadium are respectively limited to Queens and Bronx residents only

https://t.co/lUht1LcIah",0,51
Mon Feb 08 14:52:02 +0000 2021,"[NYC H+H · Bronx] North Central Bronx Covid Vaccine Clinic: 1 appt

Feb 8 – 12:30PM

https://t.co/iVRnr1hjSf",0,1
Mon Feb 08 14:40:56 +0000 2021,"thanks for all your feedback and let me know if you have more questions. i probably won't be able to answer them but somebody else might!

- Huge",0,5
Mon Feb 08 14:40:55 +0000 2021,"agreed—does anything interesting happen after episode 5?

https://t.co/MPex06CulC",0,3
Mon Feb 08 14:40:55 +0000 2021,"super happy for you + your mom! notifications are a big part of why i chose to push info to the platform

also @twitter owes me a referral fee 😅

https://t.co/cIdv9dz6Jn",0,6
Mon Feb 08 14:40:55 +0000 2021,"@C19VaxxUpdates seems to be most analogous to what we're doing here but in NJ 

https://t.co/WunY1w5Nk0",0,4
Mon Feb 08 14:40:55 +0000 2021,"possibly in the future. bringing on collaborators requires proper time and thought, both which i'd rather spend improving TurboVax. the team at @ny_covid seem like they've come up with a model for volunteers, check them out if you'd like to help the cause https://t.co/lbwl51ug4G",0,2
Mon Feb 08 14:40:54 +0000 2021,"this doesn't sound so great. i hope someone in charge can take notice and correct

https://t.co/ZwXkimuKgj",0,2
Mon Feb 08 14:40:54 +0000 2021,"hello again, this is Huge (guy behind TurboVax). i'll occasionally pop in to give updates or raise questions that others may have. i know many of you subscribe to push notifications on the account, so i'll post updates in threads to minimize alerts",1,25
Mon Feb 08 14:37:32 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Covid Vaccine Clinic: 1 appt

Feb 8 – 2:15PM

https://t.co/iVRnr1hjSf",0,0
Mon Feb 08 14:20:04 +0000 2021,"[NYC H+H · Bronx] Jacobi Covid Vaccine Clinic: 2 appts

Feb 8 – 12:00PM, 12:30PM

https://t.co/iVRnr1hjSf",0,0
Mon Feb 08 14:08:34 +0000 2021,"[NYC H+H · Manhattan] Metropolitan Covid Vaccine Clinic: 2 appts

Feb 8 – 3:45PM, 4:00PM

https://t.co/iVRnr1hjSf",0,0
Mon Feb 08 05:58:01 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Covid Vaccine Clinic: 1 appt

Feb 14 – 9:15AM

https://t.co/iVRnr1hjSf",0,0
Mon Feb 08 05:05:05 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Covid Vaccine Clinic: 4 appts

Feb 15 – 8:30AM, 8:45AM, 9:15AM, 9:45AM

https://t.co/iVRnr1yUJN",0,0
Mon Feb 08 04:49:04 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal Vaccine Clinic: 1 appt

Feb 8 – 12:15AM

https://t.co/iVRnr1hjSf",0,1
Mon Feb 08 03:54:02 +0000 2021,"[NYC H+H · Brooklyn] Brooklyn Army Terminal Vaccine Clinic: 1 appt

Feb 8 – 9:30AM

https://t.co/iVRnr1hjSf",0,0
Mon Feb 08 01:10:04 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Stat Vaccine Clinic: 1 appt

Feb 8 – 9:00AM

https://t.co/iVRnr1hjSf",0,1
Sun Feb 07 21:15:01 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Canarsie High School: 2 appts

Feb 7 – 4:30PM, 4:50PM

https://t.co/jQDJPwNCK4",1,2
Sun Feb 07 19:30:05 +0000 2021,"[NYC Vaccine Hub · Staten Island] Staten Island Technical High School: 3 appts

Feb 7 – 3:30PM, 3:50PM, 5:20PM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 18:45:03 +0000 2021,"[NYC Vaccine Hub · Queens] Beach Channel Educational Campus: 2 appts

Feb 7 – 4:50PM, 5:20PM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 17:30:05 +0000 2021,"[NYC Vaccine Hub · Bronx] Walton Educational School: 2 appts

Feb 7 – 2:30PM, 5:10PM

https://t.co/jQDJPwNCK4",0,1
Sun Feb 07 17:30:05 +0000 2021,"[NYC Vaccine Hub · Staten Island] Port Richmond High School: 2 appts

Feb 7 – 4:10PM, 4:40PM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 17:15:03 +0000 2021,"[NYC Vaccine Hub · Staten Island] Port Richmond High School: 2 appts

Feb 7 – 12:20PM, 2:20PM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 16:15:05 +0000 2021,"[NYC Vaccine Hub · Staten Island] Staten Island Technical High School: 2 appts

Feb 7 – 1:00PM, 2:40PM

https://t.co/jQDJPwNCK4",0,1
Sun Feb 07 15:45:02 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Abraham Lincoln High School: 2 appts

Feb 7 – 10:50AM, 12:00PM

https://t.co/jQDJPwNCK4",0,3
Sun Feb 07 14:30:05 +0000 2021,"[NYC Vaccine Hub · Bronx] Walton Educational School: 2 appts

Feb 7 – 3:10PM, 5:10PM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 14:28:03 +0000 2021,"[NYC H+H · Manhattan] Harlem Covid Vaccine Clinic: 5 appts

Feb 7 – 2:00PM, 2:10PM, 2:30PM, 3:00PM and 1 more

https://t.co/iVRnr1hjSf",0,0
Sun Feb 07 14:00:01 +0000 2021,"[NYC Vaccine Hub · Staten Island] Port Richmond High School: 2 appts

Feb 7 – 2:40PM, 3:50PM

https://t.co/jQDJPwNCK4",0,1
Sun Feb 07 13:30:06 +0000 2021,"[NYC Vaccine Hub · Bronx] Walton Educational School: 2 appts

Feb 7 – 2:30PM, 2:50PM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 13:30:05 +0000 2021,"[NYC Vaccine Hub · Staten Island] Port Richmond High School: 1 appt

Feb 7 – 2:50PM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 13:30:04 +0000 2021,"[NYC Vaccine Hub · Queens] August Martin High School: 1 appt

Feb 7 – 11:00AM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 13:17:02 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Stat Vaccine Clinic: 1 appt

Feb 7 – 8:30AM

https://t.co/iVRnr1hjSf",0,0
Sun Feb 07 12:54:03 +0000 2021,"[NYC H+H · Bronx] Bathgate Postal Stat Vaccine Clinic: 1 appt

Feb 7 – 8:45AM

https://t.co/iVRnr1hjSf",0,0
Sun Feb 07 12:30:03 +0000 2021,"[NYC Vaccine Hub · Brooklyn] Canarsie High School: 1 appt

Feb 7 – 12:30PM

https://t.co/jQDJPwNCK4",0,0
Sun Feb 07 05:04:02 +0000 2021,"[NYC H+H · Brooklyn] Coney Island Covid Vaccine Clinic: 22 appts

Feb 14 – 8:15AM, 8:45AM, 9:15AM, 9:45AM and 18 more

https://t.co/iVRnr1hjSf",0,1
Sun Feb 07 05:02:02 +0000 2021,"[NYC H+H · Bronx] Jacobi Covid Vaccine Clinic: 2 appts

Feb 14 – 8:00AM, 8:30AM

https://t.co/iVRnr1hjSf",0,0
Sun Feb 07 02:00:05 +0000 2021,"[NYC Vaccine Hub · Staten Island] Staten Island Technical High School: 2 appts

Feb 7 – 11:30AM, 1:10PM

https://t.co/jQDJPwNCK4",1,0
Sun Feb 07 02:00:04 +0000 2021,"[NYC Vaccine Hub · Bronx] Adlai E. Stevenson High School: 2 appts

Feb 7 – 10:10AM, 3:30PM

https://t.co/jQDJPwNCK4",1,1
Sun Feb 07 01:30:05 +0000 2021,"[NYC Vaccine Hub · Staten Island] Staten Island Technical High School: 2 appts

Feb 7 – 10:10AM, 3:50PM

https://t.co/jQDJPwNCK4",0,1
